0.0499498575,0.0474627624,0.0449695432,0.0424727689,0.0399741344,0.0374746428,0.0349748105,0.0324748620,0.0299748777,0.0274748823,0.0249748834,0.0224748846,0.0199748892,0.0174749049,0.0149749566,0.0124751251,0.0099756356,0.0074770067,0.0049802449,0.0024870506
0.0499005135,0.0474258364,0.0449392985,0.0424457757,0.0399485458,0.0374495852,0.0349499296,0.0324500353,0.0299500677,0.0274500773,0.0249500797,0.0224500821,0.0199500917,0.0174501244,0.0149502311,0.0124505784,0.0099516265,0.0074544189,0.0049609458,0.0024745053
0.0498190686,0.0473645697,0.0448890371,0.0424009394,0.0399060796,0.0374080229,0.0349086691,0.0324088678,0.0299089288,0.0274089470,0.0249089516,0.0224089564,0.0199089748,0.0174090369,0.0149092386,0.0124098948,0.0099118676,0.0074170832,0.0049291513,0.0024539398
0.0496884408,0.0472657335,0.0448077586,0.0423284175,0.0398374222,0.0373408502,0.0348419943,0.0323423461,0.0298424546,0.0273424872,0.0248424957,0.0223425044,0.0198425380,0.0173426494,0.0148430107,0.0123441855,0.0098477040,0.0073569373,0.0048780941,0.0024210714
0.0494840008,0.0471099805,0.0446792028,0.0422135676,0.0397286748,0.0372344629,0.0347364007,0.0322369969,0.0297371813,0.0272372372,0.0247372521,0.0222372675,0.0197373261,0.0172375190,0.0147381422,0.0122401678,0.0097462131,0.0072619653,0.0047977201,0.0023695684
0.0491724454,0.0468705527,0.0444804738,0.0420355327,0.0395599225,0.0370693199,0.0345724750,0.0320734461,0.0295737472,0.0270738392,0.0245738639,0.0220738903,0.0195739897,0.0170743136,0.0145753576,0.0120787493,0.0095888373,0.0071149464,0.0046736728,0.0022904394
0.0487136984,0.0465138681,0.0441819150,0.0417667349,0.0393045482,0.0368191852,0.0343241106,0.0318256271,0.0293260983,0.0268262432,0.0243262827,0.0218263265,0.0193264904,0.0168270202,0.0143287231,0.0118342539,0.0093506517,0.0068928182,0.0044868326,0.0021718409
0.0480876310,0.0460156044,0.0437609070,0.0413859639,0.0389419874,0.0364637476,0.0339710822,0.0314733414,0.0289740443,0.0264742616,0.0239743218,0.0214743922,0.0189746552,0.0164754979,0.0139782007,0.0114869770,0.0090129182,0.0065792140,0.0042257789,0.0020100955
0.0473458375,0.0454031019,0.0432364271,0.0409113968,0.0384907458,0.0360216453,0.0335320737,0.0310352868,0.0285362879,0.0260365984,0.0235366860,0.0210367956,0.0185372044,0.0160385040,0.0135426635,0.0110561675,0.0085959681,0.0061970823,0.0039167553,0.0018275983
0.0465945162,0.0447592853,0.0426747247,0.0404025623,0.0380093655,0.0355515630,0.0330658209,0.0305702151,0.0280715859,0.0255720124,0.0230721350,0.0205722996,0.0180729123,0.0155748462,0.0130810236,0.0106010754,0.0081600132,0.0058069239,0.0036133900,0.0016568888
0.0458405210,0.0440960581,0.0420855205,0.0398651525,0.0375012220,0.0350561588,0.0325747941,0.0300805392,0.0275823331,0.0250828929,0.0225830573,0.0200832944,0.0175841768,0.0150869418,0.0125957572,0.0101243692,0.0077079745,0.0054106886,0.0033142379,0.0014938101
0.0452949714,0.0436018109,0.0416383990,0.0394562887,0.0371184082,0.0346871472,0.0322111624,0.0297185681,0.0272208841,0.0247216098,0.0222218267,0.0197221553,0.0172233739,0.0147271662,0.0122392345,0.0097784018,0.0073890476,0.0051427251,0.0031211192,0.0013930192
0.0446839879,0.0430448002,0.0411296574,0.0389859834,0.0366739508,0.0342562928,0.0317855976,0.0292946371,0.0267974675,0.0242983574,0.0217986289,0.0192990662,0.0168006840,0.0143056846,0.0118215695,0.0093731215,0.0070154785,0.0048288861,0.0028949626,0.0012749966
0.0442792140,0.0426699822,0.0407833139,0.0386640879,0.0363703310,0.0339639051,0.0314985359,0.0290094969,0.0265129348,0.0240140206,0.0215143574,0.0190149216,0.0165169993,0.0140233773,0.0115436010,0.0091073819,0.0067759748,0.0046325627,0.0027566935,0.0012042987
